Years at Company,Performance Rating,Number of Promotions,Overtime,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Company Reputation,Attrition,OverallSatisfaction,Opportunities,AnnualIncome,AgeGroup,RoleStagnationRatio,TenureGap,EarlyCompanyTenureRisk,LongTenureLowRoleRisk
0.08,4,0,0,2,1,2,3,0.5,1,3,0,3,1,0,1,0.053,0.42,1,0
3.92,3,2,0,4,2,2,2,5.0,1,3,0,3,0,0,4,0.653,1.08,0,0
1.08,3,0,0,3,4,1,2,6.08,0,3,1,2,0,0,2,0.153,5.0,1,1
0.75,2,0,0,1,4,1,1,6.25,0,4,0,3,0,0,3,0.103,5.5,1,1
3.08,3,0,0,1,2,2,2,4.58,0,2,0,3,0,0,4,0.552,1.5,0,0
2.08,3,0,0,4,2,1,1,2.17,0,1,1,2,0,0,3,0.656,0.08999999999999986,0,0
0.17,1,0,1,2,1,2,2,1.17,0,2,1,3,0,0,4,0.078,0.9999999999999999,1,0
0.67,3,2,1,1,1,1,3,1.58,1,3,0,2,0,0,1,0.26,0.91,1,0
1.5,4,1,0,2,3,2,1,3.25,0,4,1,2,0,0,2,0.353,1.75,1,0
2.08,4,0,0,1,1,2,2,8.33,0,1,0,2,0,0,4,0.223,6.25,0,1
2.25,3,2,0,3,4,2,2,3.08,0,3,0,3,0,0,3,0.551,0.8300000000000001,0,0
0.92,3,0,1,3,4,3,2,3.42,0,3,0,3,1,0,1,0.208,2.5,1,0
0.25,3,2,0,1,1,3,2,6.42,0,3,0,3,0,0,3,0.034,6.17,1,0
0.5,3,0,1,2,4,1,2,6.75,0,3,0,3,0,0,1,0.065,6.25,1,1
1.33,2,2,0,5,3,1,2,3.67,0,2,1,2,1,0,4,0.285,2.34,1,0
3.25,4,0,1,5,1,1,2,9.67,0,3,0,2,0,0,4,0.305,6.42,0,1
0.25,3,1,1,4,1,2,2,3.33,0,4,1,3,0,0,1,0.058,3.08,1,0
2.08,1,0,0,2,4,1,2,6.83,0,1,1,3,0,0,3,0.266,4.75,0,1
0.42,4,0,0,5,1,1,1,2.67,0,3,1,3,0,0,2,0.114,2.25,1,0
1.17,3,0,1,2,1,1,1,7.33,0,2,0,3,0,0,1,0.14,6.16,1,1
0.83,3,0,0,1,1,1,1,5.58,0,1,1,2,1,0,4,0.126,4.75,1,1
1.33,3,0,0,4,2,1,1,4.67,1,1,1,3,0,0,2,0.235,3.34,1,0
0.33,3,1,0,4,0,1,2,6.67,1,2,1,2,0,0,4,0.043,6.34,1,1
2.25,4,3,1,2,1,2,2,2.75,0,3,1,3,0,0,3,0.6,0.5,0,0
0.58,3,1,1,2,1,1,3,5.58,0,3,1,3,1,0,4,0.088,5.0,1,1
1.5,2,3,0,1,0,2,2,5.33,1,2,0,3,0,0,4,0.237,3.83,1,1
0.08,4,0,0,2,0,2,3,0.67,0,3,0,2,0,0,3,0.048,0.5900000000000001,1,0
1.25,4,2,0,2,4,3,2,5.67,0,3,0,2,0,0,4,0.187,4.42,1,0
2.17,3,0,1,4,0,2,2,4.67,0,3,1,3,0,0,4,0.383,2.5,0,0
2.25,3,1,0,2,2,2,2,8.17,1,2,0,3,0,0,4,0.245,5.92,0,1
0.08,3,0,0,3,0,2,2,6.25,0,1,1,2,0,0,4,0.011,6.17,1,1
2.92,3,0,0,4,2,2,1,6.42,0,1,0,3,0,0,4,0.394,3.5,0,1
0.5,3,2,0,3,2,1,1,5.83,0,3,1,2,1,0,2,0.073,5.33,1,1
0.83,3,2,0,1,4,2,2,3.83,0,2,1,3,0,0,4,0.172,3.0,1,0
0.92,2,3,1,2,2,1,2,7.33,0,3,1,3,0,0,3,0.11,6.41,1,1
0.25,3,1,1,2,0,2,2,5.83,0,2,1,2,0,0,4,0.037,5.58,1,1
2.0,3,1,1,3,5,1,3,2.75,0,3,0,3,0,0,2,0.533,0.75,1,0
0.83,4,0,0,2,1,3,2,4.42,0,2,1,2,0,0,4,0.153,3.59,1,0
1.33,3,0,1,4,5,3,1,1.83,0,1,0,4,1,0,4,0.47,0.5,1,0
0.17,3,1,1,3,1,2,3,5.42,0,1,1,3,0,0,4,0.026,5.25,1,1
0.58,4,0,0,1,1,2,1,0.83,1,2,0,3,0,0,1,0.317,0.25,1,0
0.58,3,3,0,4,0,3,1,6.17,0,3,0,3,1,0,2,0.081,5.59,1,0
1.33,3,0,0,2,0,2,1,2.92,0,2,0,3,0,0,2,0.339,1.5899999999999999,1,0
1.17,3,0,1,3,1,2,2,3.25,0,3,1,2,0,0,2,0.275,2.08,1,0
2.0,3,0,1,4,3,3,3,5.58,0,3,1,2,0,0,4,0.304,3.58,1,0
1.08,3,3,0,1,0,1,2,1.67,0,3,1,3,0,0,1,0.404,0.5899999999999999,1,0
1.17,2,0,0,3,0,3,2,3.33,0,1,0,2,0,0,4,0.27,2.16,1,0
0.33,3,2,0,2,1,1,1,3.42,0,3,1,2,1,0,3,0.075,3.09,1,0
0.67,3,0,0,1,5,2,1,4.58,0,3,0,3,0,0,4,0.12,3.91,1,0
1.42,3,0,1,2,0,3,3,3.92,1,3,0,3,0,0,3,0.289,2.5,1,0
0.08,3,1,0,1,1,2,2,5.58,0,1,0,3,0,0,2,0.012,5.5,1,1
0.75,4,1,1,1,2,1,3,2.92,0,3,1,2,0,0,4,0.191,2.17,1,0
2.75,3,1,0,3,0,1,2,5.0,0,3,1,3,0,0,4,0.458,2.25,0,0
0.08,3,0,1,4,0,1,2,3.92,1,3,0,3,0,0,1,0.016,3.84,1,0
2.17,2,2,0,4,5,3,2,4.5,0,4,0,2,0,0,3,0.395,2.33,0,0
3.92,3,1,1,1,3,3,1,10.5,0,2,0,2,0,0,4,0.341,6.58,0,0
0.92,2,1,1,2,1,1,2,6.08,0,2,0,3,1,0,2,0.13,5.16,1,1
2.25,3,0,0,2,2,2,3,2.67,0,3,0,2,0,0,3,0.613,0.41999999999999993,0,0
0.75,3,0,0,3,2,1,2,4.08,0,2,1,2,0,0,3,0.148,3.33,1,0
1.75,3,0,0,2,0,2,2,5.33,0,1,1,2,1,0,4,0.276,3.58,1,1
1.25,4,0,0,1,2,2,2,1.5,0,1,1,2,0,0,3,0.5,0.25,1,0
0.75,3,2,1,4,2,1,2,1.17,0,3,1,2,0,0,2,0.346,0.41999999999999993,1,0
1.25,3,0,1,3,1,2,2,6.67,0,2,0,2,0,0,2,0.163,5.42,1,1
0.83,3,1,1,1,1,1,3,5.67,0,1,1,2,0,0,1,0.124,4.84,1,1
2.0,3,0,0,4,3,1,3,3.17,0,3,0,2,0,0,4,0.48,1.17,1,0
2.33,4,0,0,3,0,3,3,7.17,0,4,1,2,1,0,3,0.285,4.84,0,0
0.58,3,2,1,3,0,1,2,4.17,0,3,1,3,1,0,3,0.112,3.59,1,0
0.92,3,1,1,2,1,2,3,2.5,0,3,0,3,1,0,2,0.263,1.58,1,0
1.17,3,0,0,2,1,1,2,2.92,0,1,1,2,0,0,2,0.298,1.75,1,0
2.58,3,0,0,2,3,3,2,5.08,0,3,0,3,0,0,4,0.424,2.5,0,0
1.0,3,2,0,3,2,1,3,4.75,0,1,0,3,1,0,4,0.174,3.75,1,0
0.42,4,1,1,2,1,3,1,3.08,0,1,1,3,0,0,4,0.103,2.66,1,0
0.5,3,0,1,1,0,1,2,5.08,0,3,1,2,0,0,4,0.082,4.58,1,1
0.83,4,2,0,4,1,1,3,3.25,0,3,1,3,0,0,2,0.195,2.42,1,0
0.5,3,0,1,1,4,3,2,0.67,0,1,0,2,0,0,4,0.299,0.17000000000000004,1,0
2.17,3,0,1,3,3,3,2,7.33,1,3,0,2,0,0,4,0.261,5.16,0,0
0.17,4,1,1,2,0,2,2,2.58,1,3,0,3,0,0,2,0.047,2.41,1,0
1.75,3,1,0,3,2,1,1,3.33,0,1,1,2,0,0,2,0.404,1.58,1,0
1.08,4,0,0,2,2,2,2,6.33,0,3,1,2,0,0,3,0.147,5.25,1,1
0.25,1,0,0,3,4,2,1,1.67,0,3,0,3,0,0,3,0.094,1.42,1,0
3.17,4,0,1,3,2,3,2,7.58,0,2,1,3,0,0,4,0.369,4.41,0,0
0.33,3,2,1,2,1,3,1,6.42,0,3,1,2,0,0,3,0.044,6.09,1,0
0.5,3,3,0,3,0,1,2,6.33,0,3,0,3,0,0,2,0.068,5.83,1,1
0.67,3,2,1,3,6,2,2,4.17,0,3,1,3,0,0,4,0.13,3.5,1,0
1.33,4,1,0,2,1,1,2,2.83,0,4,0,3,0,0,2,0.347,1.5,1,0
1.08,3,1,0,2,2,2,2,6.67,0,1,0,2,0,0,3,0.141,5.59,1,1
3.5,3,0,0,1,0,2,2,9.75,1,3,1,3,0,0,4,0.326,6.25,0,1
2.25,4,0,1,3,2,1,1,5.17,0,3,1,3,0,0,3,0.365,2.92,0,1
0.92,4,0,0,3,3,3,2,5.08,0,1,0,3,0,0,2,0.151,4.16,1,0
0.33,4,1,1,3,1,2,2,2.92,1,1,0,3,0,0,3,0.084,2.59,1,0
1.33,3,2,0,3,0,1,2,4.5,0,3,0,2,0,0,1,0.242,3.17,1,0
1.08,4,0,0,5,2,1,2,6.5,0,2,1,2,0,0,3,0.144,5.42,1,1
2.08,3,0,0,3,0,2,3,8.33,1,2,0,1,0,0,2,0.223,6.25,0,1
0.25,1,1,0,4,3,1,3,0.92,0,1,1,3,0,0,3,0.13,0.67,1,0
0.17,3,0,0,4,0,2,1,6.42,0,3,1,3,0,0,4,0.023,6.25,1,1
0.08,4,1,1,4,2,2,2,4.75,0,3,1,2,0,0,2,0.014,4.67,1,0
2.83,4,2,0,1,1,2,2,3.92,1,3,0,3,0,0,3,0.575,1.0899999999999999,0,0
0.25,3,2,1,1,2,1,2,1.42,0,4,1,2,1,0,4,0.103,1.17,1,0
0.58,3,2,0,4,3,2,2,6.67,1,3,1,3,0,0,2,0.076,6.09,1,1
1.83,2,0,0,4,4,2,1,7.0,0,3,1,2,1,0,2,0.229,5.17,1,1
1.83,3,0,0,2,0,1,1,3.75,0,4,0,2,1,0,4,0.385,1.92,1,0
2.58,4,1,1,2,0,2,1,8.08,0,2,1,3,0,0,3,0.284,5.5,0,1
3.17,2,2,0,2,1,3,1,4.25,0,3,0,3,0,0,4,0.604,1.08,0,0
2.33,3,1,0,4,2,2,1,3.25,0,3,0,3,0,0,3,0.548,0.9199999999999999,0,0
1.83,4,3,0,2,1,1,2,5.08,0,3,0,2,0,0,4,0.301,3.25,1,1
2.92,3,1,0,4,5,2,2,5.0,0,1,0,3,0,0,4,0.487,2.08,0,0
0.25,3,1,0,3,6,2,1,4.92,1,2,0,3,0,0,1,0.042,4.67,1,0
2.92,3,1,0,2,1,1,1,8.08,1,1,0,3,0,0,3,0.322,5.16,0,1
0.25,4,0,1,3,3,2,1,2.0,1,3,0,2,0,0,4,0.083,1.75,1,0
0.25,3,0,0,4,0,1,2,5.75,0,1,1,3,0,0,3,0.037,5.5,1,1
0.17,3,1,1,4,0,1,2,3.5,1,3,0,3,1,0,1,0.038,3.33,1,0
0.92,3,0,0,2,1,2,3,5.42,0,3,0,2,0,0,2,0.143,4.5,1,1
1.08,2,0,1,4,3,2,1,6.67,0,2,1,3,1,0,3,0.141,5.59,1,1
0.67,3,0,0,1,1,2,2,0.92,0,1,1,3,0,0,4,0.349,0.25,1,0
0.33,3,1,1,1,1,3,3,4.17,0,2,1,2,0,0,4,0.064,3.84,1,0
1.0,4,1,0,1,1,1,2,3.58,0,1,1,3,0,0,2,0.218,2.58,1,0
1.75,4,0,0,2,1,2,2,7.17,0,1,1,3,0,0,3,0.214,5.42,1,1
0.92,3,0,1,3,3,1,2,3.0,1,3,0,2,0,0,3,0.23,2.08,1,0
0.75,2,2,1,4,1,2,2,5.25,0,3,0,3,0,0,1,0.12,4.5,1,1
1.25,3,3,0,1,1,2,3,5.17,1,3,0,2,1,0,3,0.203,3.92,1,1
3.25,4,1,0,3,0,1,2,5.08,0,1,0,2,0,0,4,0.535,1.83,0,1
2.67,4,0,0,2,0,1,3,4.75,0,4,1,2,0,0,4,0.464,2.08,0,0
0.58,3,0,0,1,0,1,3,6.5,1,1,0,3,1,0,1,0.077,5.92,1,1
2.83,3,0,1,3,1,1,3,5.25,0,3,1,2,0,0,3,0.453,2.42,0,1
0.92,3,2,0,1,0,3,3,3.08,0,3,0,3,0,0,1,0.225,2.16,1,0
3.0,3,0,0,4,0,1,1,9.0,1,1,1,3,0,0,4,0.3,6.0,0,1
1.0,3,0,1,3,1,2,1,6.58,0,2,1,2,0,0,2,0.132,5.58,1,1
0.25,3,1,1,2,0,2,2,5.58,1,1,0,1,0,0,3,0.038,5.33,1,1
0.58,3,0,0,2,5,1,2,2.17,0,3,1,2,0,0,2,0.183,1.5899999999999999,1,0
1.58,4,1,0,3,0,1,1,7.5,0,3,1,3,1,0,2,0.186,5.92,1,1
1.42,3,2,1,2,0,2,2,4.75,0,3,1,3,0,0,2,0.247,3.33,1,0
0.92,3,4,1,4,0,1,2,6.17,0,1,1,2,0,0,3,0.128,5.25,1,1
0.58,2,3,0,4,2,1,2,6.92,0,2,1,1,0,0,3,0.073,6.34,1,1
0.83,1,1,0,4,3,2,2,7.08,0,3,0,3,0,0,1,0.103,6.25,1,1
1.0,3,1,1,5,0,2,2,6.25,0,4,0,3,0,0,3,0.138,5.25,1,1
0.83,3,0,0,1,0,1,3,7.33,1,1,1,3,0,0,4,0.1,6.5,1,1
1.08,3,0,1,2,2,2,1,7.25,1,3,1,2,0,0,3,0.131,6.17,1,1
0.25,3,4,0,2,1,3,2,4.92,0,1,0,3,1,0,1,0.042,4.67,1,0
2.58,3,0,0,5,2,2,1,4.0,0,2,0,2,0,0,4,0.516,1.42,0,0
2.25,4,0,0,4,3,1,1,5.25,0,3,1,2,0,0,4,0.36,3.0,0,1
0.17,4,2,1,1,2,1,2,0.67,0,2,1,3,0,0,4,0.102,0.5,1,0
0.92,3,1,1,2,1,1,2,3.58,0,3,0,2,0,0,2,0.201,2.66,1,0
0.67,4,1,0,1,0,1,3,2.42,0,1,1,3,0,0,4,0.196,1.75,1,0
1.5,4,0,0,2,4,3,1,8.0,0,3,0,2,0,0,4,0.167,6.5,1,0
0.33,4,0,0,3,1,2,3,4.25,1,3,0,2,1,0,1,0.063,3.92,1,0
0.67,3,0,1,2,0,1,2,2.0,0,3,1,3,0,0,3,0.223,1.33,1,0
2.83,4,2,0,1,2,3,1,4.58,1,4,0,3,0,0,3,0.507,1.75,0,0
2.5,4,4,0,2,6,2,2,8.92,0,3,0,2,1,0,4,0.252,6.42,0,1
0.67,3,0,1,1,2,1,1,0.92,0,4,1,2,0,0,2,0.349,0.25,1,0
0.83,4,1,1,3,3,1,2,2.58,0,3,0,3,1,0,4,0.232,1.75,1,0
0.58,3,0,0,2,2,3,1,2.0,0,4,0,3,1,0,3,0.193,1.42,1,0
2.25,3,0,0,4,0,1,3,7.5,1,3,0,3,0,0,3,0.265,5.25,0,1
0.67,3,3,1,5,1,2,1,6.67,0,3,0,3,1,0,1,0.087,6.0,1,1
1.42,3,0,0,1,3,1,1,2.92,0,4,1,2,0,0,3,0.362,1.5,1,0
2.5,3,0,0,2,0,3,1,6.92,1,3,0,1,0,0,4,0.316,4.42,0,0
0.58,2,0,0,3,0,2,2,3.17,0,1,1,2,0,0,2,0.139,2.59,1,0
0.58,2,2,0,3,0,3,3,1.33,0,3,0,1,1,0,4,0.249,0.7500000000000001,1,0
1.08,3,0,0,2,3,2,1,6.33,0,3,0,2,0,0,4,0.147,5.25,1,1
0.67,3,0,0,2,2,3,2,1.42,0,3,0,2,1,0,4,0.277,0.7499999999999999,1,0
2.42,3,3,0,1,0,2,1,6.42,0,1,0,2,0,0,3,0.326,4.0,0,1
0.75,3,0,0,3,2,2,1,2.92,0,3,0,2,0,0,1,0.191,2.17,1,0
1.17,4,0,0,2,1,2,2,3.42,0,2,0,2,1,0,1,0.265,2.25,1,0
0.5,3,1,1,4,0,1,2,5.42,0,2,1,3,0,0,1,0.078,4.92,1,1
0.67,2,2,1,2,2,2,1,4.0,0,3,1,2,0,0,1,0.134,3.33,1,0
0.5,3,2,1,4,1,2,2,5.5,1,3,0,4,1,0,1,0.077,5.0,1,1
0.33,4,1,0,4,5,2,1,1.08,0,4,1,3,0,0,1,0.159,0.75,1,0
0.58,3,1,0,4,1,2,3,2.83,0,2,1,2,0,0,2,0.151,2.25,1,0
1.5,3,0,0,1,1,1,1,8.08,0,1,1,2,0,0,3,0.165,6.58,1,1
2.17,3,3,0,4,2,1,2,2.58,0,3,0,3,0,0,4,0.606,0.41000000000000014,0,0
1.25,3,2,1,1,3,1,3,1.42,0,3,0,3,0,0,2,0.517,0.16999999999999993,1,0
2.42,4,1,0,4,2,3,2,5.42,0,2,0,2,1,0,4,0.377,3.0,0,0
3.83,3,1,0,1,0,2,1,5.17,0,3,0,2,0,0,4,0.621,1.3399999999999999,0,1
0.08,4,1,0,1,0,1,1,2.42,0,3,1,2,1,0,2,0.023,2.34,1,0
0.42,2,3,1,1,0,1,1,2.0,0,3,1,2,0,0,3,0.14,1.58,1,0
2.25,3,2,0,4,4,1,2,3.5,1,1,0,3,1,0,4,0.5,1.25,0,0
1.83,3,0,1,2,6,2,1,2.42,0,3,0,2,0,0,3,0.535,0.5899999999999999,1,0
1.25,4,2,0,3,1,1,1,5.67,0,3,1,3,0,0,3,0.187,4.42,1,1
0.58,3,0,0,2,1,1,2,0.75,1,1,0,2,0,0,4,0.331,0.17000000000000004,1,0
0.08,3,1,1,2,4,2,2,0.17,0,3,1,2,0,0,4,0.068,0.09000000000000001,1,0
2.0,3,0,0,4,2,2,1,6.0,1,1,0,2,0,0,4,0.286,4.0,1,1
0.58,3,1,0,2,0,2,2,5.83,0,2,0,3,0,0,3,0.085,5.25,1,1
1.5,2,0,1,2,1,1,3,2.33,0,2,1,2,0,0,2,0.45,0.8300000000000001,1,0
0.83,4,1,0,1,1,1,2,2.0,0,1,1,2,0,0,1,0.277,1.17,1,0
1.0,4,2,1,2,1,2,2,7.0,0,2,0,2,0,0,2,0.125,6.0,1,1
0.83,3,1,1,2,0,1,1,1.5,0,1,1,3,0,0,2,0.332,0.67,1,0
0.17,2,3,1,2,3,2,2,1.25,0,2,1,2,0,0,1,0.076,1.08,1,0
1.58,3,1,0,1,6,2,2,2.17,1,3,0,3,1,0,2,0.498,0.5899999999999999,1,0
0.75,3,0,0,2,0,2,2,3.58,0,3,1,2,0,0,2,0.164,2.83,1,0
0.33,4,2,0,1,6,3,1,4.83,0,3,0,2,1,0,1,0.057,4.5,1,0
1.67,4,0,0,2,1,1,2,2.33,0,2,1,2,1,0,2,0.502,0.6600000000000001,1,0
1.5,3,3,0,1,0,1,3,6.17,0,2,0,4,0,0,2,0.209,4.67,1,1
0.33,3,0,1,2,3,1,3,6.58,0,3,0,3,0,0,4,0.044,6.25,1,1
1.83,4,4,1,3,1,2,2,4.25,0,1,0,3,1,0,4,0.349,2.42,1,0
2.17,4,0,0,1,4,2,2,6.92,0,3,1,1,1,0,4,0.274,4.75,0,1
0.92,4,0,0,3,0,3,3,3.58,0,3,0,2,0,0,2,0.201,2.66,1,0
0.08,4,2,0,2,2,1,3,2.0,0,3,1,2,1,0,1,0.027,1.92,1,0
0.83,4,0,1,5,1,1,3,5.42,0,2,0,2,0,0,4,0.129,4.59,1,1
1.67,3,0,0,4,3,2,2,5.08,1,2,0,3,1,0,4,0.275,3.41,1,1
1.0,2,0,0,1,1,1,2,3.33,0,3,1,2,0,0,2,0.231,2.33,1,0
3.42,3,0,1,5,1,1,1,5.92,0,2,0,2,0,0,4,0.494,2.5,0,1
0.17,3,0,0,4,1,1,1,0.33,0,1,1,2,0,0,3,0.128,0.16,1,0
3.5,3,0,1,5,1,2,2,9.25,1,3,1,2,0,0,4,0.341,5.75,0,1
0.67,3,2,0,3,1,1,1,6.75,0,3,1,3,0,0,1,0.086,6.08,1,1
2.42,4,2,1,2,0,2,3,4.67,0,4,1,3,0,0,3,0.427,2.25,0,0
3.33,3,0,0,2,3,3,2,4.08,0,1,1,2,1,0,4,0.656,0.75,0,0
0.92,2,0,0,4,1,3,1,1.08,1,3,0,3,0,0,4,0.442,0.16000000000000003,1,0
2.5,3,1,1,2,3,1,2,5.42,0,3,1,2,0,0,3,0.389,2.92,0,1
1.0,3,0,0,2,3,2,2,1.17,1,2,0,3,0,0,3,0.461,0.16999999999999993,1,0
0.75,3,0,1,1,2,3,2,1.0,0,1,0,3,0,0,3,0.375,0.25,1,0
3.5,3,1,0,2,3,2,2,8.08,0,3,1,2,1,0,4,0.385,4.58,0,1
0.92,4,2,0,3,1,3,2,3.08,0,3,0,3,0,0,3,0.225,2.16,1,0
3.0,3,2,1,2,2,2,2,7.67,0,1,1,2,0,0,4,0.346,4.67,0,1
2.17,3,1,1,4,2,2,2,6.58,0,4,1,2,0,0,3,0.286,4.41,0,1
3.17,3,1,0,2,4,2,2,8.67,0,2,0,3,0,0,4,0.328,5.5,0,1
2.5,4,2,0,2,1,2,2,5.17,1,2,0,3,0,0,4,0.405,2.67,0,1
2.42,3,1,0,1,0,2,2,7.83,0,3,0,3,1,0,3,0.274,5.41,0,1
0.17,3,1,0,2,5,1,1,3.75,0,1,0,3,0,0,4,0.036,3.58,1,0
0.17,2,0,1,5,1,1,2,3.25,1,3,0,3,0,0,4,0.04,3.08,1,0
3.42,4,2,1,5,2,3,1,5.17,0,1,0,3,0,0,4,0.554,1.75,0,0
1.17,3,0,0,2,1,2,2,2.83,0,1,1,2,0,0,4,0.305,1.6600000000000001,1,0
1.25,2,1,0,4,0,1,2,2.08,0,2,1,3,0,0,2,0.406,0.8300000000000001,1,0
0.42,1,3,0,1,1,2,1,4.75,0,2,0,1,0,0,3,0.073,4.33,1,0
0.92,4,2,0,2,0,1,2,6.75,0,3,1,3,0,0,1,0.119,5.83,1,1
1.75,3,0,1,3,5,1,1,4.17,0,3,0,3,0,0,4,0.338,2.42,1,0
1.83,3,0,0,1,0,1,3,6.5,0,2,1,2,0,0,4,0.244,4.67,1,1
1.42,3,1,0,4,0,2,2,6.58,0,2,0,3,0,0,3,0.187,5.16,1,1
1.58,3,2,0,4,0,2,2,8.08,1,3,0,2,0,0,4,0.174,6.5,1,1
1.5,3,1,0,1,0,3,2,7.33,1,3,0,2,0,0,2,0.18,5.83,1,0
0.25,4,1,0,2,0,2,1,5.25,0,3,0,3,0,0,2,0.04,5.0,1,1
2.58,3,0,1,3,4,2,1,6.75,0,2,1,2,0,0,4,0.333,4.17,0,1
2.08,3,0,0,4,0,1,2,6.08,0,3,0,2,1,0,4,0.294,4.0,0,1
3.33,3,0,0,3,0,3,2,6.67,0,1,1,3,0,0,4,0.434,3.34,0,0
0.08,3,1,1,4,4,2,1,3.17,1,3,0,2,0,0,2,0.019,3.09,1,0
2.25,3,1,0,2,3,1,1,6.33,1,3,0,2,0,0,4,0.307,4.08,0,1
0.33,4,0,0,2,0,1,1,2.58,1,2,1,2,0,0,1,0.092,2.25,1,0
0.75,3,0,0,2,1,1,2,6.75,0,3,1,2,0,0,1,0.097,6.0,1,1
2.17,3,0,0,3,1,1,1,8.75,0,3,0,2,0,0,4,0.223,6.58,0,1
1.5,3,0,0,2,5,3,2,2.5,0,4,0,2,0,0,2,0.429,1.0,1,0
2.08,3,0,0,2,1,2,2,5.83,0,1,0,3,2,0,2,0.305,3.75,0,1
0.25,3,0,0,1,2,1,2,0.5,1,1,0,2,0,0,1,0.167,0.25,1,0
2.83,3,0,0,3,0,3,2,6.83,1,3,0,2,1,0,4,0.361,4.0,0,0
1.83,3,0,0,4,4,2,3,4.08,0,1,1,2,0,0,4,0.36,2.25,1,0
1.17,4,2,1,2,0,3,2,4.42,0,1,1,2,0,0,2,0.216,3.25,1,0
1.83,2,0,0,3,2,1,2,2.75,1,3,0,2,0,0,3,0.488,0.9199999999999999,1,0
0.42,4,0,1,3,1,3,2,5.17,0,3,1,3,0,0,2,0.068,4.75,1,0
0.17,3,2,0,1,4,1,2,1.33,0,3,1,3,0,0,3,0.073,1.1600000000000001,1,0
1.17,4,1,1,2,0,1,3,7.25,1,2,0,2,0,0,3,0.142,6.08,1,1
1.67,3,3,0,1,0,2,1,3.25,0,2,0,3,0,0,4,0.393,1.58,1,0
0.67,3,0,1,4,1,1,2,7.08,1,2,1,3,0,0,4,0.083,6.41,1,1
2.58,3,2,1,3,4,2,1,8.0,0,4,0,2,0,0,4,0.287,5.42,0,1
2.92,1,0,1,2,2,2,3,9.0,0,1,1,3,0,0,4,0.292,6.08,0,1
1.42,3,0,0,2,1,3,1,5.17,0,3,0,3,0,0,4,0.23,3.75,1,0
1.0,4,0,0,3,2,2,2,2.25,1,1,0,2,0,0,1,0.308,1.25,1,0
1.5,4,0,0,3,4,2,2,6.92,1,3,0,2,0,0,2,0.189,5.42,1,1
1.42,1,1,0,4,2,3,1,6.08,0,3,0,2,0,0,2,0.201,4.66,1,0
0.17,2,0,0,4,1,3,1,4.25,0,1,0,2,0,0,1,0.032,4.08,1,0
0.5,4,3,1,3,5,2,1,4.83,0,3,0,3,0,0,1,0.086,4.33,1,0
2.67,4,0,1,4,1,2,2,9.25,0,2,1,2,0,0,3,0.26,6.58,0,1
0.42,4,3,1,4,0,1,3,5.33,0,3,1,2,1,0,4,0.066,4.91,1,1
0.17,3,0,0,4,1,1,2,4.25,0,3,0,3,2,0,2,0.032,4.08,1,0
0.42,3,1,1,1,2,2,3,1.83,0,1,0,2,0,0,4,0.148,1.4100000000000001,1,0
0.83,3,0,0,3,0,2,1,4.58,0,3,0,2,0,0,1,0.149,3.75,1,0
2.0,4,1,0,2,0,1,2,4.92,1,3,0,3,1,0,3,0.338,2.92,1,0
1.67,3,0,0,1,4,1,3,4.42,1,2,1,3,0,0,4,0.308,2.75,1,0
0.83,3,1,1,3,1,1,2,4.67,0,1,1,2,0,0,1,0.146,3.84,1,0
0.5,3,0,0,2,0,3,1,2.58,0,4,1,2,1,0,1,0.14,2.08,1,0
3.33,2,1,1,3,3,2,2,5.67,0,3,0,2,0,0,4,0.499,2.34,0,1
1.08,3,4,0,2,1,2,2,1.5,0,1,0,2,0,0,4,0.432,0.41999999999999993,1,0
2.0,4,1,1,2,3,1,1,5.58,0,1,0,2,0,0,4,0.304,3.58,1,1
1.33,3,2,1,4,0,3,2,3.92,0,3,0,3,1,0,2,0.27,2.59,1,0
1.83,3,0,1,1,4,2,1,7.92,1,3,0,2,0,0,3,0.205,6.09,1,1
0.67,2,2,1,2,1,2,2,2.0,1,2,0,2,1,0,1,0.223,1.33,1,0
0.75,3,0,0,4,2,1,2,1.92,0,3,1,3,0,0,3,0.257,1.17,1,0
0.92,3,4,0,4,0,2,2,1.83,1,1,0,3,0,0,3,0.325,0.91,1,0
2.0,2,1,0,3,1,2,1,2.25,1,1,0,3,0,0,3,0.615,0.25,1,0
0.08,2,2,1,4,0,1,3,2.25,0,2,1,2,0,0,3,0.025,2.17,1,0
0.5,2,2,1,3,0,2,2,1.17,0,1,0,2,0,0,1,0.23,0.6699999999999999,1,0
0.58,2,2,0,4,4,2,2,2.08,0,2,0,3,0,0,1,0.188,1.5,1,0
1.5,3,1,0,4,4,3,3,4.33,0,3,1,2,0,0,4,0.281,2.83,1,0
1.08,3,0,0,2,0,2,3,6.0,0,2,1,3,0,0,2,0.154,4.92,1,1
0.42,4,2,1,2,0,1,1,2.0,1,3,0,3,0,0,3,0.14,1.58,1,0
2.33,4,1,0,1,1,3,2,6.5,0,3,0,2,0,0,3,0.311,4.17,0,0
2.67,3,3,0,1,4,2,2,7.5,0,1,0,3,0,0,4,0.314,4.83,0,1
0.33,3,0,0,3,0,3,2,0.67,0,3,0,2,1,0,2,0.198,0.34,1,0
0.25,3,0,0,3,1,1,2,0.58,0,1,1,3,0,0,1,0.158,0.32999999999999996,1,0
